"INSTITUTION","WEBADDR","CITY","STATE","ACCREDITED (Y/N)","ACCREDITATION","PUBLIC","PRIVATE","4-YEAR","2 YEAR (Assoc.)","GRAD","TECHNICAL","APPRENTICE","K-12","# TOTAL PROG","# STEM PROG","ACADEMIC","ONLINE/IN PERSON","START DATE","PROG LENGTH","# BATT SPECIFIC PROGRAMS","# BATT RELATED","BATT SPECIFIC","SPECIFIC PROGRAM TYPE","COURSE #","PROG NAME","PROG POC","PROG E-MAIL","PROG PHONE","PROG WEB","PROG PREREQ:","PROG COST","AVENUES FOR FUNDING","PROG ADDRESS","PROSPECTIVE JOBS (Rough Estimate)"
"Santa Rosa Junior College","www.santarosa.edu/","Santa Rosa","CA","Yes","ACCJC","Yes","No","No","Yes","No","Yes","No","No","115","32","Yes","In Person","Fall","1 semester","3","0","Yes","Course","ATL 111","Electric and Hybrid Vehicle Powertrain Systems","Counseling","Unknown","707-527-4451","https://portal.santarosa.edu/SRWeb/SR_ScheduleOfClasses.aspx?Mode=text&TermID=20257&CourseDiscipline=ATL&Course=53560","ATL 162 or AUTO 156.1","https://financialaid.santarosa.edu/estimated_cost","Financial Aid: Scholarships, Grants, Loans","1501 Mendocino Ave., Santa Rosa, CA 95401","EV tech"
"Santa Rosa Junior College","www.santarosa.edu/","Santa Rosa","CA","Yes","ACCJC","Yes","No","No","Yes","No","Yes","No","No","115","32","Yes","In Person","Summer","1 semester","3","0","Yes","Course","REEN 106","Photovaltaic Battery Storage System Specialty","Counseling","Unknown","707-527-4451","https://portal.santarosa.edu/srweb/SR_CourseOutlines.aspx?ck=RENRG106","None","https://financialaid.santarosa.edu/estimated_cost","Financial Aid: Scholarships, Grants, Loans","1501 Mendocino Ave., Santa Rosa, CA 95401","Battery storage technician"
"Ventura College","www.venturacollege.edu/","Ventura","CA","Yes","WSCUC","Yes","No","No","Yes","No","Yes","No","No","110","15","Unknown","Unknown","Unknown","Unknown","0","0","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","4667 Telegraph Road, Ventura, CA 93003","Unknown"
"Stanford University","www.stanford.edu/","Palo Alto","CA","Yes","WSCUC","No","Yes","Yes","No","Yes","No","No","No","216","28","Yes","In Person","Fall","2-6 years","5","0","Yes","Research","Program","High Energy Batteries","William Chueh","wchueh@stanford.edu","650-725-7515","https://batterycenter.slac.stanford.edu/research/high-energy-batteries","Contact POC for more information","Contact POC for more information","Grants","SLAC-Stanford Battery Center, 2575 Sand Hill Road, Menlo Park, CA 94025","Battery engineer"
"Stanford University","www.stanford.edu/","Palo Alto","CA","Yes","WSCUC","No","Yes","Yes","No","Yes","No","No","No","216","28","Yes","In Person","Fall","2-6 years","5","0","Yes","Research","Program","Long Duration Energy Storage","William Chueh","wchueh@stanford.edu","650-725-7515","https://batterycenter.slac.stanford.edu/research/long-duration-energy-storage-ldes","Contact POC for more information","Contact POC for more information","Grants","SLAC-Stanford Battery Center, 2575 Sand Hill Road, Menlo Park, CA 94025","Battery engineer"
"Stanford University","www.stanford.edu/","Palo Alto","CA","Yes","WSCUC","No","Yes","Yes","No","Yes","No","No","No","216","28","Yes","In Person","Fall","2-6 years","5","0","Yes","Research","Program","Aqueous Battery Consortium","Steve Eglash","seglash@stanford.edu","Unknown","https://abc-hub.stanford.edu/about","Contact POC for more information","Contact POC for more information","Grants","473 Via Ortega, Stanford, CA 94305","Battery engineer"
"Stanford University","www.stanford.edu/","Palo Alto","CA","Yes","WSCUC","No","Yes","Yes","No","Yes","No","No","No","216","28","Yes","Online","Fall/Winter/Spring/Summer","30-50 hours","5","0","Yes","Certificate","Program","Energy Innovation & Emerging Technologies","William Chueh","wchueh@stanford.edu","650-725-7515","https://online.stanford.edu/programs/energy-innovation-and-emerging-technologies-program","Bachelors preferred","$2,475 ","Employer assistance/scholarships","450 Jane Stanford Way, Stanford, CA 94305","Energy analyst"
"Stanford University","www.stanford.edu/","Palo Alto","CA","Yes","WSCUC","No","Yes","Yes","No","Yes","No","No","No","216","28","Yes","Online","Fall/Winter/Spring/Summer","6 hours","5","0","Yes","Course","XEIET 139","Energy Storage","Stanford School of Engineering - Energy Storage","stanfordonline-energy@stanford.edu","Unknown","https://online.stanford.edu/courses/xeiet139-energy-storage","Bachelors preferred","$495 ","Employer assistance/scholarships","450 Jane Stanford Way, Stanford, CA 94305","Battery engineer"
"San Jose State University","www.sjsu.edu/","San Jose","CA","Yes","WSCUC","Yes","No","Yes","No","Yes","No","No","No","250","20","Yes","In Person","Fall","1 quarter","4","1","Yes","Course","ENGR 261","Battery Technologies I","Charles W. Davidson College of Engineering","engineering@sjsu.edu","408-924-3800","https://catalog.sjsu.edu/preview_course_nopop.php?catoid=17&coid=158624","None","https://www.sjsu.edu/bursar/fees-due-dates/tuition-other-fees/index.php","Financial Aid: Scholarships, Grants, Loans","1 Washington Sq, San Jose, CA 95192","Battery engineer"
"San Jose State University","www.sjsu.edu/","San Jose","CA","Yes","WSCUC","Yes","No","Yes","No","Yes","No","No","No","250","20","Yes","In Person","Fall","1 quarter","4","1","Yes","Course","ENGR 262","Battery Technologies II","Charles W. Davidson College of Engineering","engineering@sjsu.edu","408-924-3800","https://catalog.sjsu.edu/preview_course_nopop.php?catoid=17&coid=158625","None","https://www.sjsu.edu/bursar/fees-due-dates/tuition-other-fees/index.php","Financial Aid: Scholarships, Grants, Loans","1 Washington Sq, San Jose, CA 95192","Battery engineer"
"San Jose State University","www.sjsu.edu/","San Jose","CA","Yes","WSCUC","Yes","No","Yes","No","Yes","No","No","No","250","20","Yes","In Person","Fall","1 quarter","4","1","Yes","Course","ENGR 264","Battery Manufacturing","Charles W. Davidson College of Engineering","engineering@sjsu.edu","408-924-3800","https://catalog.sjsu.edu/preview_course_nopop.php?catoid=17&coid=158627","None","https://www.sjsu.edu/bursar/fees-due-dates/tuition-other-fees/index.php","Financial Aid: Scholarships, Grants, Loans","1 Washington Sq, San Jose, CA 95192","Battery engineer"
"San Jose State University","www.sjsu.edu/","San Jose","CA","Yes","WSCUC","Yes","No","Yes","No","Yes","No","No","No","250","20","Yes","In Person","Fall","1 quarter","4","1","Yes","Course","ENGR 265","Battery Control Systems","Charles W. Davidson College of Engineering","engineering@sjsu.edu","408-924-3800","https://catalog.sjsu.edu/preview_course_nopop.php?catoid=17&coid=158860","None","https://www.sjsu.edu/bursar/fees-due-dates/tuition-other-fees/index.php","Financial Aid: Scholarships, Grants, Loans","1 Washington Sq, San Jose, CA 95192","Battery engineer"
"San Jose State University","www.sjsu.edu/","San Jose","CA","Yes","WSCUC","Yes","No","Yes","No","Yes","No","No","No","250","20","Yes","In Person","Fall","1 year","4","1","No","Minor","Program","Energy Systems Minor","Department of Mechanical Engineering","mechanical-engineering@sjsu.edu","408-924-3850","https://catalog.sjsu.edu/preview_program.php?catoid=17&poid=14213&returnto=7689","None","https://www.sjsu.edu/bursar/fees-due-dates/tuition-other-fees/index.php","Financial Aid: Scholarships, Grants, Loans","1 Washington Sq, San Jose, CA 95192","Energy management specialist"
"California State University-Long Beach","www.csulb.edu/","Long Beach","CA","Yes","WSCUC","Yes","No","Yes","No","Yes","No","No","No","190","20","Yes","In Person","Fall","1 year","2","0","Yes","Course","EE 451","Electric Vehicles","College of Electrical Engineering","COE-EE@csulb.edu","62-985-5102","http://catalog.csulb.edu/preview_course_nopop.php?catoid=6&coid=55277&print","EE 350 and (EE 370 or MAE 376)","https://www.csulb.edu/financial-aid-and-scholarships/cost-of-attendance","Financial Aid: Scholarships, Grants, Loans","1250 Bellflower Blvd., Long Beach, CA 90840","Energy technician"
"California State University-Long Beach","www.csulb.edu/","Long Beach","CA","Yes","WSCUC","Yes","No","Yes","No","Yes","No","No","No","190","20","Yes","In Person","Fall","1 year","2","0","Yes","Research","Program","Keck Energy and Materials Research Program (KEMP)","Young-Seok Shon","YS.Shon@csulb.edu","Unknown","https://www.csulb.edu/college-of-natural-sciences-and-mathematics/kemp","Contact POC for more information","Contact POC for more information","Grants","1250 Bellflower Blvd., Long Beach, CA 90840","Energy technician"
"California State Polytechnic University-Pomona","www.cpp.edu/","Pomona","CA","Yes","WSCUC","Yes","No","Yes","No","Yes","No","No","No","98","30","Yes","In Person","Fall","","3","1","Yes","Course","ECE 5780","Electric Vehicle and Energy Storage","Electrical & Computer Engineering Department","ece@cpp.edu","909-869-2511","https://catalog.cpp.edu/preview_course_nopop.php?catoid=65&coid=345677","ECE 3810 or consent of instructor","https://www.cpp.edu/financial-aid/resources/net-price-calculator.shtml","Financial Aid: Scholarships, Grants, Loans","3801 West Temple Ave., Pomona, CA 91768","Battery engineer"
"California State Polytechnic University-Pomona","www.cpp.edu/","Pomona","CA","Yes","WSCUC","Yes","No","Yes","No","Yes","No","No","No","98","30","Yes","In Person","Fall","","3","1","Yes","Course","ETM 4151","Renewable Energy Systems","Electromechanical Engineering Technology Department","et@cpp.edu","909-869-2492","https://catalog.cpp.edu/preview_course_nopop.php?catoid=61&coid=298386","ETT or EMSET major, and C- or better in ETM 3081 or ETM 308","https://www.cpp.edu/financial-aid/resources/net-price-calculator.shtml","Financial Aid: Scholarships, Grants, Loans","3801 West Temple Ave., Pomona, CA 91768","Battery engineer"
"California State Polytechnic University-Pomona","www.cpp.edu/","Pomona","CA","Yes","WSCUC","Yes","No","Yes","No","Yes","No","No","No","98","30","Yes","In Person","Fall","1-2 years","3","1","No","Minor","Program","Energy Engineering","Jaehoon Seong","JSeong@cpp.edu","909-869-4013","https://www.cpp.edu/engineering/me/current-students/curriculum.shtml#energy-en-minor","None","https://www.cpp.edu/financial-aid/resources/net-price-calculator.shtml","Financial Aid: Scholarships, Grants, Loans","3801 West Temple Ave., Pomona, CA 91768","Energy systems tech"
"California State Polytechnic University-Pomona","www.cpp.edu/","Pomona","CA","Yes","WSCUC","Yes","No","Yes","No","Yes","No","No","No","98","30","Yes","In Person","Fall","2-6 years","3","1","Yes","Research","Program","Secondary Lithium Ion Batteries","Winny Dong","winnydong@cpp.edu","909-869-2634","https://experts.cpp.edu/service/secondary-lithium-ion-batteries/","Contact POC for more information","Contact POC for more information","Grants","3801 West Temple Ave., Pomona, CA 91768","Battery engineer"
"California Polytechnic State University-San Luis Obispo","calpoly.edu/","San Luis Obispo","CA","Yes","WSCUC","Yes","No","Yes","No","Yes","No","No","No","200","37","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Electrical Engineering","Dale Dolan","dsdolan@calpoly.edu","805-756-2495","https://catalog.calpoly.edu/collegesandprograms/collegeofengineering/electricalengineering/#text","High school diploma","https://www.calpoly.edu/financial-aid/costs-and-affordability","Financial Aid: Scholarships, Grants, Loans","Engineering Student Services, Engineering South (40), Room 115, 1 Grande Ave., San Luis Obispo, CA 93407","Renewable energy engineer"
"Sonoma State University","https://sonoma.edu/","Rohnert Park","CA","Yes","WSCUC","Yes","No","Yes","No","Yes","No","No","No","115","10","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Electrical Engineering","Mohamed Salem","mohamed.salem@sonoma.edu","707-664-3543","https://catalog.sonoma.edu/preview_program.php?catoid=12&poid=5572&returnto=1576","High school diploma","https://financialaid.sonoma.edu/cost-attendance","Financial Aid: Scholarships, Grants, Loans","1801 E Cotati Ave., Rohnert Park, CA 94628","Electrical engineer"
"Fresno City College","www.fresnocitycollege.edu/","Fresno","CA","Yes","ACCJC","Yes","No","No","Yes","No","Yes","No","No","330","17","Yes","In Person","Fall","2 years","0","2","No","Associate's","Program","Electrical Systems Technology","Applied Technology Division","Unknown","559-442-8273","https://www.fresnocitycollege.edu/uploaded-files/documents/academics/major-sheets/2024-2025/aa-as/est-electrical-systems-technology-as.pdf","High school diploma","https://www.fresnocitycollege.edu/admissions-aid/financial-aid-office/cost-of-attendance.html","Financial Aid: Scholarships, Grants, Loans","1101 East University Ave., Fresno, CA 93741","Electrical technician"
"Fresno City College","www.fresnocitycollege.edu/","Fresno","CA","Yes","ACCJC","Yes","No","No","Yes","No","Yes","No","No","330","17","Yes","In Person","Fall","2 years","0","2","No","Associate's","Program","Engineering - Electrical","Math, Science, and Engineering Division","Unknown","559-442-8215","https://www.fresnocitycollege.edu/uploaded-files/documents/academics/major-sheets/2024-2025/aa-as/engineering-as.pdf","High school diploma","https://www.fresnocitycollege.edu/admissions-aid/financial-aid-office/cost-of-attendance.html","Financial Aid: Scholarships, Grants, Loans","1101 East University Ave., Fresno, CA 93741","Electrical engineer"
"Fresno State","www.fresnostate.edu","Fresno","CA","Yes","WSCUC","Yes","No","Yes","No","Yes","No","No","No","126","27","Yes","In Person","Fall","2 years","0","1","No","Associate's","Program","Electrical Engineering","Reza Raeisi","Unknown","559-278-6038","https://catalog.fresnostate.edu/preview_program.php?catoid=5&poid=2696&returnto=192","High school diploma","https://studentaffairs.fresnostate.edu/financialaid/resources/budget/index.html","Financial Aid: Scholarships, Grants, Loans","East Engineering Building, Room 254A, 2320 E San Ramon Ave., MS EE94, Fresno, CA 93740","Electrical engineer"
"Modesto Junior College","https://www.mjc.edu/","Modesto","CA","Yes","ACCJC","Yes","No","No","Yes","No","Yes","No","No","210","11","Unknown","Unknown","Unknown","Unknown","0","0","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","435 College Ave., Modesto, CA 95350","Unknown"
"Monterey Peninsula College","www.mpc.edu/","Monterey","CA","Yes","ACCJC","Yes","No","No","Yes","No","Yes","No","No","135","17","Unknown","Unknown","Unknown","Unknown","0","0","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","980 Fremont St., Monterey, CA 93940","Unknown"
"Santa Monica College","https://www.smc.edu/","Santa Monica","CA","Yes","ACCJC","Yes","No","No","Yes","No","Yes","No","No","180","57","Unknown","Unknown","Unknown","Unknown","0","0","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","1900 Pico Blvd., Santa Monica, CA 90405","Unknown"
"Sacramento City College","https://www.scc.losrios.edu/","Sacramento","CA","Yes","ACCJC","Yes","No","No","Yes","No","Yes","No","No","141","14","Yes","In Person","Fall","2 years","0","2","No","Associate's","Program","Engineering - Electrical/Computer Engineering","Eric Wyles","leel@scc.losrios.edu","916-558-2202","https://scc.losrios.edu/academics/programs-and-majors/engineering-electricalcomputer-engineering-as-degree-map","High school diploma","https://scc.losrios.edu/admissions/financial-aid-and-fees/tuition-and-fees","Financial Aid: Scholarships, Grants, Loans","3835 Freeport Blvd., Sacramento, CA 95822","Electrical engineer"
"Sacramento City College","https://www.scc.losrios.edu/","Sacramento","CA","Yes","ACCJC","Yes","No","No","Yes","No","Yes","No","No","141","14","Yes","In Person","Fall","2 years","0","2","No","Associate's","Program","Energy Systems Technology","Richard Gentry","gentryr@scc.losrios.edu","916-558-2250","https://scc.losrios.edu//academics/programs-and-majors/mechanical-electrical-technology","High school diploma","https://scc.losrios.edu/admissions/financial-aid-and-fees/tuition-and-fees","Financial Aid: Scholarships, Grants, Loans","3835 Freeport Blvd., Sacramento, CA 95822","Electrical technician"
"San Diego Miramar College","www.sdmiramar.edu/","San Diego","CA","Yes","ACCJC","Yes","No","No","Yes","No","Yes","No","No","150","10","Unknown","Unknown","Unknown","Unknown","0","0","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","10440 Black Mountain Rd., San Diego, CA 92126","Unknown"
